"Preparation_Date","Preparation_Time","Preparation_Time_Zone","Analysis_Date","Analysis_Time","Analysis_Time_Zone","County","Lake","Station","Activity_Start_Date","Activity_Start_Time","Activity_Time_Zone","Vol Filtered (L)","Ethanol (ml)","Tube #","750","664","647","630","750 (HCL)","665 (HCL)","Result_Value(ug/L)","Result_Comments","QAQC_Qualifier","WIN_Value_Qualifier","Holding_Qualifier","MDL_PQL_Qualifier","Data_Category","Run_ID","Study","Comments","StartDate","PrepDate","AnDate","Value_Qualifier","Sampling_Agency_Name","Project_ID"
,,,"10/03/2025",11:30:00,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,,,,"",,,"QAQC","CHLC1002202510032025","Student Project",,,,2025-10-03,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"MBLK1",,,,1,8,1,0.002,0.002,0.003,0.002,0.002,0.002,1,,,"TI",,"TI","QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/16/2025",09:25:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","1","09/16/2025",09:23:00,"EST",0.25,8,2,0.005,0.019,0.01,0.005,0.002,0.014,2,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",09:11:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","2","09/16/2025",09:09:00,"EST",0.25,8,3,0.004,0.019,0.01,0.004,0.001,0.011,4,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",08:58:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","3","09/16/2025",08:56:00,"EST",0.25,8,4,0.002,0.025,0.009,0.002,0.004,0.02,6,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",08:34:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","4","09/16/2025",08:32:00,"EST",0.25,8,5,0.004,0.047,0.017,0.004,0.005,0.033,13,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",09:39:59,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","5","09/16/2025",09:37:00,"EST",0.25,8,6,0.001,0.012,0.006,0.001,0.004,0.011,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",09:55:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","6","09/16/2025",09:32:59,"EST",0.25,8,7,0.005,0.02,0.011,0.005,0.003,0.014,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",10:59:59,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","7","09/16/2025",10:57:59,"EST",0.25,8,8,0.011,0.038,0.022,0.011,0.014,0.033,7,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",10:10:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","8","09/16/2025",10:08:00,"EST",0.25,8,9,0.004,0.029,0.013,0.004,0.004,0.023,5,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",10:22:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","9","09/16/2025",10:20:00,"EST",0.25,8,10,0.005,0.031,0.015,0.005,0.004,0.022,7,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/16/2025",10:44:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-CRY","10","09/16/2025",10:42:00,"EST",0.25,8,11,0.012,0.041,0.024,0.012,0.014,0.034,8,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-16,2025-09-16,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",09:26:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","1","09/11/2025",09:24:00,"EST",0.25,8,12,0.009,0.022,0.016,0.009,0.013,0.018,7,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",10:50:59,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","2","09/11/2025",10:49:00,"EST",0.5,8,13,0.01,0.027,0.016,0.01,0.006,0.02,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/11/2025",09:10:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","3","09/11/2025",09:08:00,"EST",0.25,8,14,0.005,0.011,0.008,0.005,0.005,0.01,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/11/2025",08:54:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","4","09/11/2025",08:52:00,"EST",0.25,8,15,0.002,0.026,0.012,0.002,0.006,0.024,5,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",07:58:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","5","09/11/2025",07:56:00,"EST",0.25,8,16,0.005,0.037,0.017,0.005,0.005,0.029,7,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",11:56:59,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","6","09/11/2025",11:54:59,"EST",0.75,8,17,0.003,0.01,0.007,0.003,0.005,0.01,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/11/2025",12:10:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","7","09/11/2025",12:08:00,"EST",0.25,8,18,0.007,0.02,0.013,0.007,0.005,0.014,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",14:41:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","8","09/11/2025",14:39:00,"EST",0.25,8,19,0.004,0.021,0.011,0.004,0.002,0.014,4,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",12:20:59,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","9","09/11/2025",12:18:59,"EST",0.25,8,20,0.003,0.013,0.007,0.003,0.005,0.012,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",14:28:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-HOM","10","09/11/2025",14:26:00,"EST",0.25,8,21,0.021,0.03,0.025,0.021,0.023,0.025,6,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"CCV1",,,,0.008,8,22,0.003,0.019,0.007,0.003,0.003,0.014,134,,,"",,,"QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"MLBK2",,,,1,8,23,0.003,0.003,0.003,0.003,0.003,0.003,1,,,"TI",,"TI","QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/03/2025",10:38:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","1","09/03/2025",10:36:00,"EST",0.25,8,24,0.008,0.021,0.014,0.008,0.01,0.02,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",09:29:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","2","09/03/2025",09:27:00,"EST",0.25,8,25,0.005,0.031,0.015,0.005,0.004,0.024,5,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",08:20:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","3","09/03/2025",08:18:00,"EST",0.25,8,26,0.008,0.034,0.019,0.008,0.006,0.029,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",10:56:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","4","09/03/2025",10:54:00,"EST",0.25,8,27,0.007,0.019,0.012,0.007,0.009,0.017,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",10:21:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","5","09/03/2025",10:19:00,"EST",0.25,8,28,0.004,0.016,0.009,0.004,0.006,0.015,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",10:03:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","6","09/03/2025",10:01:00,"EST",0.27,8,29,0.003,0.041,0.016,0.003,0.003,0.033,6,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",11:09:59,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","7","09/03/2025",11:08:00,"EST",0.26,8,30,0.003,0.016,0.008,0.003,0.003,0.012,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",12:03:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","8","09/03/2025",12:01:00,"EST",0.25,8,31,0.001,0.024,0.01,0.001,0.003,0.021,4,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",11:51:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","9","09/03/2025",11:49:00,"EST",0.25,8,32,0.003,0.036,0.015,0.003,0.003,0.027,8,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/03/2025",11:29:00,"EST","10/07/2025",09:29:59,"EST","Citrus","CIT-WIT","10","09/03/2025",11:27:00,"EST",0.5,8,33,0.005,0.016,0.011,0.005,0.006,0.014,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-03,2025-09-03,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/11/2025",13:48:59,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","1","09/11/2025",13:47:00,"EST",0.25,8,34,0.007,0.023,0.013,0.007,0.008,0.02,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",13:38:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","2","09/11/2025",13:36:00,"EST",0.25,8,35,0.015,0.058,0.031,0.015,0.015,0.044,12,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",13:29:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","3","09/11/2025",13:27:00,"EST",0.25,8,36,0.005,0.02,0.012,0.005,0.007,0.019,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",13:18:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","4","09/11/2025",13:16:00,"EST",0.25,8,37,0.002,0.02,0.009,0.002,0.001,0.014,4,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",13:06:59,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","5","09/11/2025",13:04:59,"EST",0.25,8,38,0.008,0.021,0.013,0.008,0.003,0.012,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",14:08:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","6","09/11/2025",14:06:00,"EST",0.25,8,39,0.001,0.013,0.006,0.001,0.004,0.012,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",14:15:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","7","09/11/2025",14:13:00,"EST",0.25,8,40,0.004,0.009,0.006,0.004,0.003,0.007,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/11/2025",12:58:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","8","09/11/2025",12:56:00,"EST",0.25,8,41,0.002,0.011,0.006,0.002,0.005,0.011,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",12:48:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","9","09/11/2025",12:46:00,"EST",0.25,8,42,0.003,0.008,0.006,0.003,0.005,0.006,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/11/2025",12:32:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-CHA","10","09/11/2025",12:30:00,"EST",0.25,8,43,0,0.006,0.003,0,0.002,0.003,4,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-11,2025-09-11,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"CCV2",,,,0.008,8,44,0.005,0.02,0.009,0.005,0.003,0.013,134,,,"",,,"QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"MLBK3",,,,1,8,45,0.002,0.003,0.003,0.002,0.002,0.002,1,,,"TI",,"TI","QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/25/2025",08:37:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","1","09/25/2025",08:35:00,"EST",2,8,46,0.003,0.013,0.007,0.003,0.004,0.013,1,,,"TI",,"TI","Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/25/2025",10:04:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","2","09/25/2025",10:02:00,"EST",0.25,8,47,0.004,0.011,0.008,0.004,0.006,0.007,5,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/25/2025",09:37:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","3","09/25/2025",09:35:00,"EST",0.25,8,48,0.004,0.01,0.007,0.004,0.006,0.007,4,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/25/2025",10:36:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","4","09/25/2025",10:34:00,"EST",0.25,8,49,0.003,0.008,0.005,0.003,0.002,0.006,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/25/2025",11:19:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","5","09/25/2025",11:17:00,"EST",0.5,8,50,0.006,0.01,0.007,0.006,0.003,0.006,1,,,"TI",,"TI","Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/25/2025",10:50:59,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","6","09/25/2025",10:49:00,"EST",0.5,8,51,0.003,0.007,0.005,0.003,0.003,0.005,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/25/2025",12:02:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","7","09/25/2025",12:00:00,"EST",0.5,8,52,0.002,0.009,0.005,0.002,0.003,0.008,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/25/2025",11:54:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","8","09/25/2025",11:52:00,"EST",0.5,8,53,0.002,0.007,0.004,0.002,0.003,0.006,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/25/2025",11:42:59,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","9","09/25/2025",11:41:00,"EST",0.25,8,54,0.002,0.004,0.003,0.002,0.003,0.003,2,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/25/2025",11:32:00,"EST","10/07/2025",09:29:59,"EST","Hernando","HER-WEE","10","09/25/2025",11:30:00,"EST",0.5,8,55,0.002,0.007,0.005,0.002,0.003,0.007,1,,,"TI",,"TI","Sample","CHLC1006202510072025","Project Coast",,2025-09-25,2025-09-25,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/04/2025",12:10:00,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","1","09/04/2025",12:08:00,"EST",0.25,8,56,0.002,0.029,0.012,0.002,0.005,0.024,7,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",12:35:00,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","2","09/04/2025",12:33:00,"EST",0.25,8,57,0.003,0.025,0.012,0.003,0.004,0.02,5,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",11:06:00,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","3","09/04/2025",11:04:00,"EST",0.25,8,58,0.003,0.01,0.006,0.003,0.005,0.008,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",12:20:59,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","4","09/04/2025",12:18:59,"EST",0.25,8,59,0.003,0.016,0.008,0.003,0.006,0.016,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",11:30:00,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","5","09/04/2025",11:28:00,"EST",0.5,8,60,0.003,0.014,0.008,0.003,0.004,0.013,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
"09/04/2025",11:42:59,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","6","09/04/2025",11:41:00,"EST",0.25,8,61,0.001,0.01,0.005,0.001,0.004,0.007,5,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",11:56:59,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","7","09/04/2025",11:54:59,"EST",0.25,8,62,0.005,0.017,0.01,0.005,0.006,0.016,2,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",11:16:00,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","8","09/04/2025",11:14:00,"EST",0.5,8,63,0.002,0.008,0.005,0.002,0.005,0.005,3,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",10:52:00,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","9","09/04/2025",10:50:00,"EST",0.25,8,64,0.003,0.021,0.01,0.003,0.004,0.016,5,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,,"Florida Lakewatch","21FLKWAT"
"09/04/2025",12:48:00,"EST","10/07/2025",09:29:59,"EST","Pasco","PAS-ANC","10","09/04/2025",12:46:00,"EST",0.5,8,65,0.003,0.011,0.006,0.003,0.002,0.007,1,,,"U",,"U","Sample","CHLC1006202510072025","Project Coast",,2025-09-04,2025-09-04,2025-10-07,"U","Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"CCV3",,,,0.008,8,66,0.005,0.021,0.009,0.005,0.004,0.015,134,,,"",,,"QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,,,,,,8,67,,,,,,,,,,"",,,"QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,73,,,,,,,,,,"",,,"Sample","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,,,,"",,,"QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"MLBK5",,,,1,8,89,,,,,,,,,,"",,,"QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"10/07/2025",09:29:59,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,,,,"",,,"QAQC","CHLC1006202510072025","Project Coast",,,,2025-10-07,,"Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"MBLK1",,,,1,8,1,0.001,0.001,0.001,0.001,0.001,0.001,1,,,"TI",,"TI","QAQC","CHLC0825202508262025",,,,,2025-08-26,"U","Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"CCV1",,,,0.008,8,22,0.003,0.021,0.008,0.003,-0.001,0.01,187,,,"",,,"QAQC","CHLC0825202508262025",,,,,2025-08-26,,"Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"MLBK2",,,,1,8,23,0.003,0.005,0.005,0.003,0.004,0.005,1,,,"TI",,"TI","QAQC","CHLC0825202508262025",,,,,2025-08-26,"U","Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"CCV2",,,,0.008,8,44,0.002,0.02,0.007,0.002,0.002,0.013,187,,,"",,,"QAQC","CHLC0825202508262025",,,,,2025-08-26,,"Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"MLBK3",,,,1,8,45,0.005,0.008,0.007,0.005,0.005,0.007,1,,,"TI",,"TI","QAQC","CHLC0825202508262025",,,,,2025-08-26,"U","Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"CCV3",,,,0.008,8,66,0.003,0.018,0.007,0.003,0.006,0.015,160,,,"",,,"QAQC","CHLC0825202508262025",,,,,2025-08-26,,"Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"MLBK4",,,,1,8,67,0.003,0.004,0.004,0.003,-0.001,0,1,,,"TI",,"TI","QAQC","CHLC0825202508262025",,,,,2025-08-26,"U","Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,72,0.003,0.019,0.007,0.003,0.001,0.011,160,,,"",,,"Sample","CHLC0825202508262025",,,,,2025-08-26,,"Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"CCV4",,,,0.008,8,88,,,,,,,,,,"",,,"QAQC","CHLC0825202508262025",,,,,2025-08-26,,"Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"MLBK5",,,,1,8,89,,,,,,,,,,"",,,"QAQC","CHLC0825202508262025",,,,,2025-08-26,,"Florida Lakewatch","21FLKWAT"
,,,"08/26/2025",09:29:59,"EST",,,"CCV5",,,,0.008,8,110,,,,,,,,,,"",,,"QAQC","CHLC0825202508262025",,,,,2025-08-26,,"Florida Lakewatch","21FLKWAT"
,,,"09/23/2025",10:00:00,"EST",,,"MBLK1",,,,1,8,1,0.006,0.007,0.006,0.006,0.002,0.002,1,,,"TI",,"TI","QAQC","CHLC0922202509232025",,,,,2025-09-23,"U","Florida Lakewatch","21FLKWAT"
,,,"09/23/2025",10:00:00,"EST",,,"CCV1",,,,0.008,8,22,0.002,0.023,0.008,0.002,0.003,0.018,160,,,"",,,"QAQC","CHLC0922202509232025",,,,,2025-09-23,,"Florida Lakewatch","21FLKWAT"
,,,"09/23/2025",10:00:00,"EST",,,"MLBK2",,,,1,8,23,0.002,0.004,0.004,0.002,0.002,0.004,1,,,"TI",,"TI","QAQC","CHLC0922202509232025",,,,,2025-09-23,"U","Florida Lakewatch","21FLKWAT"
"07/22/2025",12:02:00,"EST","09/23/2025",10:00:00,"EST","Pasco","Wistana","1","07/22/2025",11:44:00,"EST",0.1,8,33,0.006,0.031,0.015,0.006,0.005,0.022,17,,,"",,,"Sample","CHLC0922202509232025",,,2025-07-22,2025-07-22,2025-09-23,,"Florida Lakewatch","21FLKWAT"
